site_code,assetid,site_name,neighbourhood,ward_name,service,bin_count,bin_size,route1,route2,route3,easting,northing,classification
7902387,30018,King's Road,North East Locality,17-Portobello/Craigmillar,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,330219,674447,Public Carriageway
7902387,30017,King's Road,North East Locality,17-Portobello/Craigmillar,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,330191,674443,Public Carriageway
7902320,30001,Adelphi Grove,North East Locality,17-Portobello/Craigmillar,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,330368,674004,Public Carriageway
7902278,30003,West Port,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,0,0,Public Carriageway
7902278,30002,West Port,South East Locality,11-City Centre,WS: Side Loading Communal,2,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325249,673256,Public Carriageway
7902278,30001,West Port,South East Locality,11-City Centre,WS: Side Loading Communal,2,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325057,673205,Public Carriageway
7902244,30001,Union Street,South East Locality,11-City Centre,WS: Side Loading Communal,2,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326030,674536,Public Carriageway
7902199,30019,Spottiswoode Street,South East Locality,10-Meadows/Morningside,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325271,672386,Public Carriageway
7902199,30018,Spottiswoode Street,South East Locality,10-Meadows/Morningside,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325238,672432,Public Carriageway
7902199,30017,Spottiswoode Street,South East Locality,10-Meadows/Morningside,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325242,672375,Public Carriageway
7902199,30016,Spottiswoode Street,South East Locality,10-Meadows/Morningside,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325253,672435,Public Carriageway
7902199,30015,Spottiswoode Street,South East Locality,10-Meadows/Morningside,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325267,672419,Public Carriageway
